IMG_ID	Domain	Genome_Status	Sequencing_Center	Phylum	Class	Order	Family	Genus	Species	Gram_Staining	Isolation_Country	Oxygen_Requirement	Genome_Size	Gene_Count	GC_Count	GC_%	CDS_Count	CDS_%	RNA_%	16S_rRNA_Count 	Horizontally_Transferred_Count	Horizontally_Transferred_%
2529292763	Bacteria	Draft	NISC	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5724448	5639	3275331	0.57	5525	97.98	2.02	10	1	0.02
648861009	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	Facultative	5339642	5068	2679389	0.51	4957	97.81	1.84	4	1	0.02
651324099	Bacteria	Draft	INDEAR	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	sp.	Gram-	Argentina	Aerobe	4268406	4066	2805997	0.66	4014	98.72	1.28	1	979	24.08
2541047129	Bacteria	Draft	Chinese Academy of Sciences	Cyanobacteria	unclassified	Chroococcales	unclassified	Microcystis	aeruginosa	Gram-	China	Aerobe	4849611	5404	2058656	0.42	5356	99.11	0.89	2	52	0.96
2541047493	Bacteria	Draft	University of Maryland School of Medicine	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	psittaci	Gram-	-1	-1	1188643	1104	464728	0.39	1063	96.29	3.71	1	6	0.54
2537562208	Bacteria	Draft	"National Academy of Agricultural Science, RDA"	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	amyloliquefaciens	Gram+	South Korea	Aerobe	3860959	3869	1800282	0.47	3811	98.5	1.5	1	5	0.13
2531839429	Bacteria	Draft	Washington University in St. Louis	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes	Gram+	-1	Anaerobe	2476239	2555	1486897	0.6	2506	98.08	1.92	1	-1	-1
2509887030	Bacteria	Draft	"Tufts Univ, State Univ of New York"	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	Brazil	Facultative	2848862	2758	934042	0.33	2698	97.82	2.18	1	5	0.18
2545824666	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	dispar	-1	-1	-1	2812918	2720	1045596	0.37	2637	96.95	3.05	6	-1	-1
651053061	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	dioxanivorans	Gram+	USA	Aerobe	7440794	7071	5440748	0.73	7013	99.18	0.82	3	499	7.06
2511231026	Bacteria	Draft	Oak Ridge National Lab	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	sp.	Gram-	USA	-1	5225445	5025	3317321	0.63	4949	98.49	1.51	4	-1	-1
646311923	Bacteria	Finished	Univ of Tokyo	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Japan	Facultative	5524860	5312	2797461	0.51	5121	96.4	3.6	7	7	0.13
643886002	Bacteria	Draft	Baylor College of Medicine	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	lipophiloflavum	Gram+	-1	-1	2293743	2427	1487203	0.65	2371	97.69	2.31	1	88	3.63
2522125110	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	sp.	Gram-	-1	-1	1424266	1460	617943	0.43	1422	97.4	2.6	1	280	19.18
2513237163	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	sp.	Gram-	Uruguay	Aerobe	7858949	7487	5128158	0.65	7411	98.98	1.02	2	-1	-1
2506381023	Bacteria	Finished	DOE Joint Genome Institute	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	marinum	Gram-	USA	-1	6221273	5151	2373171	0.38	5101	99.03	0.97	3	389	7.55
2529293266	Bacteria	Draft	Broad Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	sp.	Gram-	-1	-1	5966298	4934	2409882	0.4	4867	98.64	1.36	1	139	2.82
642979338	Bacteria	Draft	Cinvestav Campus Guanajuato	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	coahuilensis	Gram+	Mexico	-1	3381351	3868	1286501	0.38	3765	97.34	2.66	7	328	8.48
2537561840	Bacteria	Draft	Georgia Institute of Technology	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	fulvus	Gram-	South Korea	-1	3879600	3449	2544669	0.66	3400	98.58	1.42	1	381	11.05
2264867104	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	USA	-1	1017897	991	374025	0.37	975	98.39	1.61	-1	-1	-1
2548876504	Bacteria	Draft	GlaxoSmithKline	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	-1	Facultative	5534249	5382	3164768	0.57	5228	97.14	2.86	1	4	0.07
2529293216	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	5425938	5887	2726513	0.5	5793	98.4	1.6	1	6	0.1
648028045	Bacteria	Finished	Tianjin Biochip Corporation	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	hyorhinis	Gram-	-1	Facultative	839615	687	217322	0.26	654	95.2	4.8	1	42	6.11
2551306604	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4636877	3774	1624389	0.35	3726	98.73	1.27	4	-1	-1
2551306477	Bacteria	Draft	Zhejiang University	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	tunisiense	Gram+	China	-1	4308385	4095	1345781	0.31	3958	96.65	3.35	1	407	9.94
2531839615	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2697903	2648	882243	0.33	2579	97.39	2.61	1	-1	-1
2531839564	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis	Gram+	Denmark	Facultative	2326340	2340	1007657	0.43	2284	97.61	2.39	1	4	0.17
644736344	Bacteria	Finished	Sanger Institute	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	trachomatis	Gram-	United Kingdom	-1	1046369	925	432061	0.41	882	95.35	4.65	2	-1	-1
643886058	Bacteria	Draft	Baylor College of Medicine	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	accolens	Gram+	-1	Anaerobe	2413333	2387	1439922	0.6	2333	97.74	2.26	1	28	1.17
2551306626	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4609240	3734	1614842	0.35	3686	98.71	1.29	3	-1	-1
2531839062	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	1929277	1920	679835	0.35	1881	97.97	2.03	4	-1	-1
2264867205	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	436823	475	149065	0.34	470	98.95	1.05	-1	-1	-1
2547132160	Bacteria	Draft	"State Key Laboratory of Microbial Metabolism and School of Life Sciences and Biotechnology, Shanghai Jiao Tong University"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudomonas	geniculata	Gram-	China	-1	4511336	4160	3000602	0.67	4071	97.86	2.14	1	53	1.27
2503098001	Bacteria	Finished	Univ of Helsinki	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	gasicomitatum	Gram+	Finland	Facultative	1954080	1992	716429	0.37	1913	96.03	3.97	-1	-1	-1
2551306184	Bacteria	Draft	Beijing Institute of Disease Control and Prevention	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	Gram-	China	-1	3247324	3162	1859986	0.57	3100	98.04	1.96	1	-1	-1
2541047904	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5126374	4855	2591592	0.51	4750	97.84	2.16	7	-1	-1
2534682100	Bacteria	Draft	Hamburg Univ of Technology	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	Gram+	-1	-1	1999673	1979	737303	0.37	1900	96.01	3.99	5	1	0.05
2534682151	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	Gram+	-1	Facultative	2083290	2094	741272	0.36	2037	97.28	2.72	4	-1	-1
648276626	Bacteria	Draft	Virginia Bioinformatics Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	sp.	Gram-	Australia	Aerobe	3110281	2934	1780134	0.57	2877	98.06	1.94	1	-1	-1
2531839604	Bacteria	Draft	Institute of Microbial Technology (IMTECH)	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	India	-1	4946642	4438	3208773	0.65	4385	98.81	1.19	1	70	1.58
645951825	Bacteria	Draft	Baylor College of Medicine	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	bergensis	Gram-	Norway	Anaerobe	3203233	2880	1525157	0.48	2825	98.09	1.91	1	286	9.93
638341037	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	pseudomallei	Gram-	-1	Aerobe	7286472	5520	4952328	0.68	5449	98.71	1.29	4	6	0.11
2547132244	Bacteria	Draft	Padova Univ	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	-1	Aerobe	2082596	2067	1079161	0.52	2002	96.86	3.14	1	-1	-1
645058803	Bacteria	Draft	McGill Univ	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	difficile	Gram+	Canada	Obligate anaerobe	4126050	3772	1176540	0.29	3723	98.7	1.3	5	2	0.05
2529292835	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5173174	5424	2612061	0.5	5333	98.32	1.68	-1	6	0.11
2515154136	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Salinispora	pacifica	Gram+	-1	-1	5038539	4898	3495609	0.69	4822	98.45	1.55	4	-1	-1
2519899541	Bacteria	Finished	Chung-Ang University	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	carnosum	Gram+	South Korea	-1	1773468	1769	658488	0.37	1691	95.59	4.41	4	13	0.73
651053058	Bacteria	Finished	Univ of Goettingen	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes	Gram+	-1	Anaerobe	2494578	2402	1497435	0.6	2348	97.75	2.25	3	2	0.08
637000342	Bacteria	Finished	"Univ of Sao Paulo, Sao Paulo Research Foundation (FAPESP), Univ of Campinas"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	-1	Aerobe	5274174	4501	3413008	0.65	4427	98.36	1.64	4	261	5.8
2508501060	Bacteria	Permanent Draft	University of North Carolina at Chapel Hill	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	-1	Aerobe	6301438	5579	3540956	0.59	5512	98.8	1.2	1	6	0.11
2547132234	Bacteria	Draft	RIVM	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	Gram-	-1	Aerobe	3792615	3767	2578901	0.68	3709	98.46	1.54	1	-1	-1
2503982008	Bacteria	Draft	NIH	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Epidermidis	-1	-1	-1	2598672	2577	830915	0.32	2479	96.2	3.8	7	27	1.05
2534682139	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	Facultative	5450436	5669	2760597	0.51	5506	97.12	2.88	7	-1	-1
2505679065	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	rhodochrous	-1	-1	-1	6020427	5591	4084624	0.68	5522	98.77	1.23	1	148	2.65
2537561629	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	sp.	Gram-	-1	-1	2042594	1920	793184	0.39	1864	97.08	2.92	1	24	1.25
2505679053	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Isoptericola	variabilis	-1	-1	-1	3336068	3170	2463293	0.74	3113	98.2	1.8	-1	9	0.28
637000118	Bacteria	Finished	JAMSTEC	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	kaustophilus	Gram+	-1	Aerobe	3592666	3714	1867483	0.52	3540	95.32	4.68	9	85	2.29
650716085	Bacteria	Finished	Univ of Vienna	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	negevensis	Gram-	Israel	-1	2628375	2560	1093423	0.42	2518	98.36	1.64	1	590	23.05
648276680	Bacteria	Permanent Draft	DOE Joint Genome Institute	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	racemifer	Gram+	Italy	Aerobe	13661586	11540	7348426	0.54	11453	99.25	0.75	8	2322	20.12
2548876674	Bacteria	Draft	US Army Edgewood Chemical Biological Center	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	pestis biovar Orientalis	Gram-	USA	Facultative	4560176	4308	2165309	0.47	4184	97.12	2.88	1	-1	-1
637000138	Bacteria	Finished	"California Polytechnic State Univ, State Univ of New York"	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	Gram+	-1	Facultative	1993564	1970	692059	0.35	1864	94.62	5.38	4	2	0.1
2551306079	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	tasmaniensis	Gram-	USA	-1	5167646	4856	2264025	0.44	4692	96.62	3.38	8	52	1.07
2541047958	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	4692989	4506	2380875	0.51	4409	97.85	2.15	7	6	0.13
637000219	Bacteria	Finished	Genoscope	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	entomophila	Gram-	-1	Aerobe	5888780	5293	3778225	0.64	5167	97.62	2.38	7	369	6.97
2519899589	Bacteria	Draft	"State Key Laboratory for Marine Environmental Science, Xiamen University"	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniovalibus	guishaninsula	Gram-	Taiwan	-1	2897133	2840	1951875	0.67	2840	100	-1	-1	199	7.01
2541047525	Bacteria	Draft	"Research Institute of Physical-Chemical Medicine, Moscow, Russia"	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	Russia	-1	2113105	2269	837272	0.4	2228	98.19	1.81	2	1	0.04
651324043	Bacteria	Draft	CalTech	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella	gracilis	Gram-	-1	Aerobe	3618708	3388	2355260	0.65	3342	98.64	1.36	1	340	10.04
644736404	Bacteria	Finished	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharomonospora	viridis	Gram-	Ireland	Aerobe	4308349	3962	2900171	0.67	3906	98.59	1.41	3	9	0.23
2534682134	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	Haiti	Facultative	3928259	3759	1876495	0.48	3676	97.79	2.21	1	6	0.16
651053017	Bacteria	Finished	"Shanghai Institutes for Biological Sciences, Chinese National Human Genome Center at Shanghai"	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	acetobutylicum	Gram+	China	Obligate anaerobe	4132226	4024	1277909	0.31	3916	97.32	2.68	11	-1	-1
2548876709	Bacteria	Draft	University of Toronto	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	Canada	Aerobe	2057887	2002	1067636	0.52	1944	97.1	2.9	1	-1	-1
2537561604	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	USA	-1	4980900	5196	2513703	0.5	5107	98.29	1.71	1	11	0.21
2551306050	Bacteria	Draft	MIT	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	genomosp. F10	Gram-	USA	-1	4306106	3997	1874165	0.44	3938	98.52	1.48	4	77	1.93
2521172692	Bacteria	Finished	A.N. Bach Institute of Biochemistry	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	nitratireducens	Gram-	Egypt	-1	4002352	3875	2661461	0.66	3827	98.76	1.24	1	226	5.83
649989956	Bacteria	Draft	Baylor College of Medicine	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	denitrificans	Gram-	United Kingdom	-1	2186592	2574	1182633	0.54	2518	97.82	2.18	1	149	5.79
2501533221	Bacteria	Draft	Univ of Florida	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	unclassified	-1	-1	-1	4816042	7238	3066915	0.64	7183	99.24	0.76	1	434	6
2541047159	Bacteria	Draft	Shandong Univ	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	piscicida	Gram-	-1	-1	5277548	4666	2281964	0.43	4570	97.94	2.06	3	2	0.04
651324075	Bacteria	Draft	Baylor College of Medicine	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	macacae	Gram-	-1	-1	2684890	3064	1375436	0.51	3003	98.01	1.99	1	74	2.42
2506520040	Bacteria	Finished	DOE Joint Genome Institute	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Chloroflexus	sp.	Gram-	-1	-1	4890986	3969	2637346	0.54	3907	98.44	1.56	3	106	2.67
647000295	Bacteria	Draft	J. Craig Venter Institute	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	timonensis	Gram-	-1	Anaerobe	2796067	2260	1179956	0.42	2202	97.43	2.57	1	37	1.64
2521172614	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	paraoxydans	Gram+	-1	-1	3479032	3616	2418354	0.7	3525	97.48	2.52	3	113	3.13
645058826	Bacteria	Draft	"Broad Institute, J. Craig Venter Institute"	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	thailandensis	Gram-	Thailand	Aerobe	6304318	5696	4273318	0.68	5651	99.21	0.79	1	39	0.68
2547132036	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	gasseri	Gram+	-1	Facultative	1782002	1778	622065	0.35	1691	95.11	4.89	2	-1	-1
2551306156	Bacteria	Draft	National Institute of Technology and Evaluation	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	asiatica	Gram+	Japan	-1	8461316	8233	5791021	0.68	8165	99.17	0.83	1	57	0.69
641522635	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Leptothrix	cholodnii	Gram-	USA	Aerobe	4909403	4420	3382563	0.69	4363	98.71	1.29	2	638	14.43
2541047936	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	4815844	4625	2436680	0.51	4531	97.97	2.03	4	2	0.04
2541047358	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	3916379	3748	1119478	0.29	3670	97.92	2.08	-1	6	0.16
2511231016	Bacteria	Draft	Oak Ridge National Lab	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp.	Gram-	USA	-1	6704427	6151	3953281	0.59	6068	98.65	1.35	1	-1	-1
651324105	Bacteria	Draft	KRIBB	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	clavuligerus	Gram+	-1	Aerobe	9134976	7680	6612700	0.72	7590	98.83	1.17	9	14	0.18
2534681815	Bacteria	Draft	Univ of Florida	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	fastidiosa	Gram-	-1	Aerobe	2475426	2392	1274362	0.51	2340	97.83	2.17	1	10	0.42
2537562042	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	USA	Aerobe	1714414	1829	669215	0.39	1784	97.54	2.46	1	-1	-1
2513237112	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	alkalitolerans	Gram-	China	Aerobe	6113501	5501	3991987	0.65	5420	98.53	1.47	2	287	5.22
2537561502	Bacteria	Draft	Universiti Sultan Zainal Abidin	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	Malaysia	-1	2846051	2729	929859	0.33	2682	98.28	1.72	1	-1	-1
647000207	Bacteria	Draft	Baylor College of Medicine	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	viridans	Gram+	-1	Microaerophilic	2005853	1976	791381	0.39	1929	97.62	2.38	1	351	17.76
2526164619	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	flexneri	Gram-	Bangladesh	Facultative	4564844	5147	2333649	0.51	4996	97.07	2.93	13	4	0.08
637000249	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Saccharophagus	degradans	Gram-	USA	Aerobe	5057531	4114	2317668	0.46	4017	97.64	2.36	2	1226	29.8
637000023	Bacteria	Finished	"DOE Joint Genome Institute, Los Alamos National Lab"	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	Gram+	-1	Facultative	5314794	5452	1879589	0.35	5197	95.32	4.68	14	13	0.24
2551306172	Bacteria	Draft	National Institute of Technology and Evaluation	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	takedensis	Gram+	Japan	-1	8033735	7383	5586687	0.7	7311	99.02	0.98	1	54	0.73
2531839072	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	Gram+	-1	-1	2989195	3301	1125573	0.38	3248	98.39	1.61	2	7	0.21
642555117	Bacteria	Finished	Max Planck Institute	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	australiense	Gram-	Australia	Aerobe	879959	727	241326	0.27	684	94.09	5.91	2	54	7.43
637000231	Bacteria	Finished	Genoscope	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	solanacearum	Gram-	French Guiana	Aerobe	5810922	5204	3891890	0.67	5120	98.39	1.61	4	273	5.25
2529292756	Bacteria	Draft	Univ of Utrecht	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	Gram+	Netherlands	Facultative	2769032	2741	1049589	0.38	2715	99.05	0.95	1	25	0.91
641736200	Bacteria	Draft	J. Craig Venter Institute	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	parvum	Gram-	-1	Facultative	772971	619	199446	0.26	577	93.21	6.79	5	1	0.16
