IMG_ID,Genome_Status,Genome_Name,Domain,Phylum,Class,Order,Family,Genus,Species,Habitat,Isolation_Country,Genome_Size,Gene_Count,GC_Count,GC_%,w/_Func_Pred_Count,w/_Func_Pred_%,Horizontally_Transferred_Count,Horizontally_Transferred_%,Diseases,Gram_Staining
637000112,Finished,Francisella_tularensis_holarctica_OSU18,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,tularensis,"Host, Fresh water",USA,1895727,1922,609630,0.32,1084,56.4,14,0.73,Tularemia,Gram-
637000113,Finished,Francisella_tularensis_tularensis_FSC_198,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,tularensis,"Host, Fresh water",-1,1892616,1841,610558,0.32,1081,58.72,-1,-1,"Pneumonia, Septicemia, Tularemia",Gram-
637000114,Finished,Francisella_tularensis_tularensis_CHU_S4,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,tularensis,"Host, Fresh water",-1,1892819,1842,610610,0.32,1072,58.2,-1,-1,Tularemia,Gram-
637000115,Finished,Frankia_alni_ACN14a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,alni,"Soil, Host",Canada,7497934,6795,5460602,0.73,3349,49.29,429,6.31,None,Gram+
637000116,Finished,Frankia_sp._CcI3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Frankia,sp.,"Soil, Host, Plant symbiont",USA,5433628,4621,3807822,0.7,2970,64.27,151,3.27,None,Gram+
637000117,Finished,Fusobacterium_nucleatum_nucleatum_ATCC_25586,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,"Host, Oral microflora",-1,2174500,2145,590411,0.27,1466,68.34,39,1.82,Periodontal infection,Gram-
637000118,Finished,Geobacillus_kaustophilus_HTA426,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,kaustophilus,"Marine, Sediment, Deep sea",-1,3592666,3714,1867483,0.52,1944,52.34,85,2.29,None,Gram+
637000119,Finished,Geobacter_metallireducens_GS-15,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,metallireducens,"Aquatic, Fresh water",USA,4011182,3663,2386067,0.59,2596,70.87,461,12.59,None,Gram-
637000120,Finished,Geobacter_sulfurreducens_PCA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,sulfurreducens,"Soil, Sediment",USA,3814139,3552,2324233,0.61,2359,66.41,100,2.82,None,Gram-
637000121,Finished,Gloeobacter_violaceus_PCC_7421,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacterales,unclassified,Gloeobacter,violaceus,"Soil, Fresh water",Switzerland,4659019,4490,2888492,0.62,1784,39.73,1077,23.99,None,Gram-
637000122,Finished,Gluconobacter_oxydans_621H,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,oxydans,"Plants, Beer, Fruits, Wine",-1,2922384,2742,1777303,0.61,1758,64.11,437,15.94,None,Gram-
637000123,Finished,Granulibacter_bethesdensis_CGDNIH1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,bethesdensis,"Host, Lymph nodes",USA,2708355,2510,1599883,0.59,1832,72.99,717,28.57,Chronic granulomatous,Gram-
637000124,Finished,Haemophilus_ducreyi_35000HP,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,ducreyi,Host,-1,1698955,1844,649349,0.38,1093,59.27,70,3.8,"Chancroid, Genital ulcer",Gram-
637000125,Finished,Haemophilus_influenzae_NTHi_86-028NP,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,influenzae,Host,USA,1913428,1913,730017,0.38,1326,69.32,3,0.16,"Bronchitis, Otitis media, Meningitis, Septicemia, Sinusitis",Gram-
637000126,Finished,Haemophilus_influenzae_Rd_(KW20),Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,influenzae,"Host, Nasopharyngeal microflora",-1,1830138,1762,698159,0.38,1178,66.86,-1,-1,"Sinusitis, Septicemia, Otitis, Meningitis, Bronchitis",Gram-
637000127,Finished,Histophilus_somni_129P,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Histophilus,somni,Host,-1,2012878,1880,748624,0.37,1305,69.41,70,3.72,"Septicemia, Myocarditis, Constriction of blood vessels, Arthritis, Abortion, Thrombotic-meningoencephalitis, Pneumonia",Gram-
637000128,Finished,Hahella_chejuensis_KCTC_2396,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,chejuensis,"Fresh water, Sediment",Korea,7215267,6875,3886846,0.54,4155,60.44,4379,63.69,None,Gram-
637000129,Finished,"Haloquadratum_walsbyi_HBSQ001,_DSM_16790",Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloquadratum,walsbyi,"Aquatic, Ponds, Solar saltern, Fresh water",Spain,3179361,2914,1521677,0.48,1649,56.59,51,1.75,None,Gram-
637000130,Finished,Helicobacter_acinonychis_Sheeba,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,acinonychis,Host,-1,1557588,1663,594516,0.38,917,55.14,16,0.96,Gastric lesions,Gram-
637000131,Finished,"Helicobacter_hepaticus_3B1,_ATCC_51449",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,hepaticus,"Intestinal microflora, Host",USA,1799146,1919,646456,0.36,772,40.23,128,6.67,"Liver cancer, Hepatitis, Gastric bowel disease, Hepatic inflammation",Gram-
637000132,Finished,Helicobacter_pylori_26695,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pylori,"Host, Human stomach",-1,1667867,1624,648353,0.39,918,56.53,8,0.49,"Ulcer, Gastric inflammation",Gram-
637000133,Finished,Helicobacter_pylori_HPAG1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pylori,"Human stomach, Host",-1,1605736,1590,627309,0.39,1051,66.1,5,0.31,"Ulcer, Gastric inflammation",Gram-
637000134,Finished,Helicobacter_pylori_J99,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,pylori,"Human stomach, Host",USA,1643831,1541,644196,0.39,897,58.21,2,0.13,"Ulcer, Gastric inflammation",Gram-
637000135,Finished,Hyphomonas_neptunium_ATCC_15444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,neptunium,"Marine, Aquatic",Spain,3705021,3577,2294530,0.62,2520,70.45,1481,41.4,None,Gram-
637000136,Finished,Idiomarina_loihiensis_L2TR,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,loihiensis,"Hydrothermal vent, Marine, Aquatic, Hot spring",USA,2839318,2706,1335622,0.47,2228,82.34,286,10.57,None,Gram-
637000137,Finished,Jannaschia_sp._CCS1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,sp.,"Marine, Aquatic",USA,4404049,4339,2741251,0.62,3043,70.13,556,12.81,None,Gram-
637000138,Finished,Lactobacillus_acidophilus_NCFM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acidophilus,"Vagina microflora, Host, Intestinal microflora, Oral microflora",-1,1993564,1970,692059,0.35,1371,69.59,2,0.1,None,Gram+
637000139,Finished,Lactobacillus_delbrueckii_bulgaricus_ATCC_11842,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,delbrueckii,"Intestinal microflora, Host",Bulgaria,1864998,2234,927259,0.5,964,43.15,25,1.12,None,Gram+
637000140,Finished,Lactobacillus_johnsonii_NCC_533,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,johnsonii,"Intestinal microflora, Host",-1,1992676,1941,689690,0.35,880,45.34,66,3.4,None,Gram+
637000141,Finished,Lactobacillus_plantarum_WCFS1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,plantarum,"Host, Intestinal microflora",-1,3348625,3230,1487375,0.44,2444,75.67,59,1.83,None,Gram+
637000142,Finished,Lactobacillus_sakei_sakei_23K,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,sakei,"Oral microflora, Vagina microflora, Intestinal microflora, Fresh meat",France,1884661,1985,777566,0.41,1289,64.94,127,6.4,None,Gram+
637000143,Finished,Lactobacillus_salivarius_salivarius_UCC118,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,salivarius,"Intestinal microflora, Host",-1,2133977,2196,705076,0.33,1384,63.02,27,1.23,None,Gram+
637000144,Finished,Lactococcus_lactis_lactis_Il1403,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactis,Host,-1,2365589,2434,835748,0.35,1466,60.23,143,5.88,None,Gram+
637000145,Finished,Lawsonia_intracellularis_PHE/MN1-00,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,intracellularis,"Intestinal microflora, Host",USA,1719014,1398,568677,0.33,1144,81.83,163,11.66,Proliferative enteropathy,Gram-
637000146,Finished,Legionella_pneumophila_Lens,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,pneumophila,"Host, Biofilm, Soil, Fresh water",France,3405519,3062,1308212,0.38,635,20.74,69,2.25,Legionellosis,Gram-
637000147,Finished,Legionella_pneumophila_Paris,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,pneumophila,"Fresh water, Biofilm, Soil, Host",France,3635495,3280,1393779,0.38,657,20.03,107,3.26,"Pneumonia, Legionellosis",Gram-
637000148,Finished,Legionella_pneumophila_pneumophila_Philadelphia-1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,pneumophila,"Host, Biofilm, Fresh water, Soil",USA,3397754,3003,1300304,0.38,2067,68.83,87,2.9,Legionellosis,Gram-
637000149,Finished,Leifsonia_xyli_xyli_CTCB07,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,xyli,Host,-1,2584158,2358,1748856,0.68,1347,57.12,127,5.39,Ratoon stunting,Gram+
637000150,Finished,Leptospira_interrogans_sv_Copenhageni_Fiocruz_L1-130,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,interrogans,"Host, Soil, Fresh water",-1,4627366,3707,1621630,0.35,1894,51.09,80,2.16,Leptospirosis,Gram-
637000151,Finished,Leptospira_interrogans_sv_Lai_56601,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,interrogans,"Host, Fresh water, Soil",-1,4691184,4774,1642656,0.35,2064,43.23,240,5.03,Leptospirosis,Gram-
637000152,Finished,Listeria_innocua_Clip11262,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,innocua,Soil,Morocco,3093113,3196,1156458,0.37,734,22.97,70,2.19,None,Gram+
637000153,Finished,Listeria_monocytogenes_EGD-e,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,"Intestinal microflora, Food, Soil, Fresh water",-1,2944528,2991,1118362,0.38,575,19.22,4,0.13,"Listeriosis, Food poisoning",Gram+
637000154,Finished,Listeria_monocytogenes_4b_F2365,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,"Intestinal microflora, Food, Host, Soil",USA,2905187,3013,1105169,0.38,1967,65.28,5,0.17,"Food poisoning, Listeriosis",Gram+
637000155,Finished,Magnetospirillum_magneticum_AMB-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,magneticum,"Host, Aquatic, Fresh water, Ponds",Japan,4967148,4627,3233291,0.65,2957,63.91,784,16.94,None,Gram-
637000156,Finished,Basfia_succiniciproducens_MBEL55E,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,succiniciproducens,"Host, Bovine rumen",-1,2314078,2476,984362,0.43,1492,60.26,190,7.67,None,Gram-
637000157,Finished,Maricaulis_maris_MCS10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,maris,Fresh water,USA,3368780,3138,2113156,0.63,2201,70.14,821,26.16,None,Gram-
637000158,Finished,Mesoplasma_florum_L1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,florum,Host,USA,793224,726,214333,0.27,517,71.21,101,13.91,None,Gram+
637000159,Finished,Mesorhizobium_loti_MAFF303099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,loti,Host,Japan,7596297,7356,4748293,0.63,3906,53.1,469,6.38,None,Gram-
637000160,Finished,Chelativorans_sp._BNC1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,sp.,Host,Germany,4935185,4694,3015160,0.61,3350,71.37,838,17.85,None,Gram-
637000161,Finished,Methanococcoides_burtonii_DSM_6242,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,burtonii,"Antarctic, Fresh water, Aquatic",Antarctica,2575032,2506,1049534,0.41,1478,58.98,252,10.06,None,Gram-
637000162,Finished,"Methanosarcina_barkeri_Fusaro,_DSM_804",Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,barkeri,"Aquatic, Mud, Fresh water",Italy,4873766,3834,1912156,0.39,1820,47.47,298,7.77,None,Gram-
637000163,Finished,Methanosphaera_stadtmanae_DSM_3091,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,stadtmanae,"Host, Feces, Intestinal microflora, Gastrointestinal tract",-1,1767403,1592,488399,0.28,966,60.68,163,10.24,None,Gram-
637000164,Finished,Methanospirillum_hungatei_JF-1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,hungatei,"Sludge, Mud, Wastewater",USA,3544738,3307,1600415,0.45,2018,61.02,568,17.18,None,Gram-
637000165,Finished,Methylobacillus_flagellatus_KT,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,flagellatus,"Host, Wastewater, Sludge",Russia,2971517,2824,1655702,0.56,2059,72.91,681,24.11,None,Gram-
637000166,Finished,Methylococcus_capsulatus_Bath,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,capsulatus,"Aquatic, Mud",-1,3304561,3061,2101191,0.64,2017,65.89,978,31.95,None,Gram-
637000167,Finished,Moorella_thermoacetica_ATCC_39073,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,thermoacetica,"Ponds, Fresh water",-1,2628784,2634,1466639,0.56,1834,69.63,609,23.12,None,Gram+
637000168,Finished,Mycobacterium_avium_paratuberculosis_K-10,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,avium,"Feces, Gastrointestinal tract, Host",USA,4829781,4415,3346971,0.69,1336,30.26,33,0.75,"Johne's disease, Paratuberculosis, Enteritis",Gram+
637000169,Finished,Mycobacterium_bovis_AF2122/97,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,bovis,Host,United Kingdom,4345492,4014,2852076,0.66,2541,63.3,-1,-1,Tuberculosis,Gram+
637000170,Finished,Mycobacterium_leprae_TN,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,leprae,Host,India,3268203,2750,1888915,0.58,1030,37.45,29,1.05,"Leprosy, Hanson's disease",Gram+
637000171,Finished,Mycobacterium_sp._MCS,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,sp.,"Soil, Creosote-contaminated soil",USA,5920523,5704,4048832,0.68,3934,68.97,7,0.12,None,Gram+
637000172,Finished,Mycobacterium_tuberculosis_CDC1551,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,Host,USA,4403837,4300,2889216,0.66,2216,51.53,11,0.26,Tuberculosis,Gram+
637000173,Finished,Mycobacterium_tuberculosis_H37Rv_(lab_strain),Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,tuberculosis,Host,USA,4411532,4062,2894588,0.66,2626,64.65,1,0.02,Tuberculosis,Gram+
637000174,Finished,Mycoplasma_capricolum_capricolum_ATCC_27343,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,capricolum,Host,USA,1010023,868,240087,0.24,530,61.06,8,0.92,"Arthritis, Septicemia, Caprine mycoplasma",Gram+
637000175,Finished,Mycoplasma_gallisepticum_R(low),Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,gallisepticum,Host,-1,996422,768,313375,0.31,452,58.85,-1,-1,Respiratory infection,Gram+
637000176,Finished,Mycoplasma_genitalium_G37,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium,"Host, Urogenital tract",-1,580076,525,183821,0.32,379,72.19,-1,-1,"Respiratory infection, Non-gonococcal urethritis, Urogenital infection",Gram+
637000177,Finished,Mycoplasma_hyopneumoniae_232,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hyopneumoniae,Host,-1,892758,728,254982,0.29,346,47.53,8,1.1,"Pneumonia, Porcine enzootic pneumonia",Gram+
637000178,Finished,Mycoplasma_hyopneumoniae_7448,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hyopneumoniae,Host,Brazil,920079,714,262120,0.28,405,56.72,7,0.98,"Enzootic pneumonia, Respiratory infection",Gram+
637000179,Finished,Mycoplasma_hyopneumoniae_J,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hyopneumoniae,Host,-1,897405,712,255960,0.29,402,56.46,4,0.56,None,Gram+
637000180,Finished,Mycoplasma_mobile_163K,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,mobile,Host,Germany,777079,669,193891,0.25,567,84.75,89,13.3,Unknown,Gram+
637000181,Finished,Mycoplasma_mycoides_mycoides_SC_PG1,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,mycoides,Host,-1,1211703,1061,290393,0.24,614,57.87,11,1.04,"Respiratory infection, Pleuropneumonia",Gram+
637000182,Finished,Mycoplasma_penetrans_HF-2,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,penetrans,Host,-1,1358633,1075,349407,0.26,645,60,281,26.14,"Urogenital infection, Respiratory infection",Gram+
637000183,Finished,Mycoplasma_pneumoniae_M129,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,pneumoniae,Host,-1,816394,733,326623,0.4,423,57.71,9,1.23,"Tracheobronchitis, Pneumonia, Respiratory infection",Gram+
637000184,Finished,Mycoplasma_pulmonis_UAB_CTIP,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,pulmonis,Host,-1,963879,820,256744,0.27,493,60.12,77,9.39,"Genital infection, Respiratory infection",Gram+
637000185,Finished,Mycoplasma_synoviae_53,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,synoviae,Host,Brazil,799476,732,227812,0.28,442,60.38,36,4.92,Respiratory infection,Gram+
637000186,Finished,Myxococcus_xanthus_DK_1622,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,xanthus,"Soil, Terrestrial",-1,9139763,7454,6296496,0.69,4377,58.72,609,8.17,None,Gram-
637000187,Finished,"Natronomonas_pharaonis_Gabara,_DSM_2160",Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,"Aquatic, Fresh water",Egypt,2749696,2895,1735599,0.63,1678,57.96,130,4.49,None,Gram-
637000188,Finished,Neisseria_gonorrhoeae_FA_1090,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,gonorrhoeae,Host,-1,2153922,2081,1134894,0.53,1051,50.5,11,0.53,Gonorrhea,Gram-
637000189,Finished,Neisseria_meningitidis_MC58,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,meningitidis,"Nasopharyngeal microflora, Host",United Kingdom,2272360,2226,1170898,0.52,1231,55.3,21,0.94,"Invasive, Septicemia, Meningitis",Gram-
637000190,Finished,Neisseria_meningitidis_Z2491,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,meningitidis,"Nasopharyngeal microflora, Host",Gambia,2184406,2227,1131722,0.52,1315,59.05,12,0.54,"Septicemia, Invasive, Meningitis",Gram-
637000191,Finished,Neorickettsia_sennetsu_Miyayama,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,sennetsu,Host,Japan,859006,973,352917,0.41,582,59.82,48,4.93,Sennetsu fever,Gram-
637000192,Finished,Nitrobacter_hamburgensis_X14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,hamburgensis,"Terrestrial, Soil",-1,5011522,4747,3087965,0.62,2726,57.43,357,7.52,None,Gram-
637000193,Finished,Nitrobacter_winogradskyi_Nb-255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,winogradskyi,"Terrestrial, Soil",-1,3402093,3215,2110965,0.62,2110,65.63,195,6.07,None,Gram-
637000194,Finished,"Nitrosococcus_oceani_C-107,_ATCC_19707",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,oceani,"Marine, Aquatic",-1,3522111,3190,1773098,0.5,2021,63.35,78,2.45,None,Gram-
637000195,Finished,Nitrosomonas_europaea_ATCC_19718,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,europaea,"Fresh water, Soil",Australia,2812094,2630,1426243,0.51,1789,68.02,485,18.44,None,Gram-
637000196,Finished,Nitrosomonas_eutropha_C91,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,eutropha,"Host, Fresh water",USA,2781824,2695,1350325,0.49,1972,73.17,545,20.22,None,Gram-
637000197,Finished,Nitrosospira_multiformis_ATCC_25196,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,multiformis,"Soil, Terrestrial",-1,3234309,2885,1742553,0.54,2026,70.23,1029,35.67,None,Gram-
637000198,Finished,Nocardia_farcinica_IFM_10152,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,farcinica,"Fresh water, Host, Soil",Japan,6292344,6011,4448204,0.71,3039,50.56,362,6.02,"Nocardiosis, Mastitis",Gram+
637000199,Finished,Nostoc_sp._PCC_7120,Bacteria,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,sp.,"Soil, Aquatic",USA,7211789,6222,2976185,0.41,2162,34.75,706,11.35,None,Gram-
